Street or Road Name,Secondary street name,1: Are you in favour of reducing traffic in Littlemore?,2: How many journeys per week do you make - CAR - BEFORE LTN,2: How many journeys per week do you make - CAR - AFTER LTN,2: How many journeys per week do you make - MOTORBIKE - BEFORE LTN,2: How many journeys per week do you make - MOTORBIKE - AFTER LTN,2: How many journeys per week do you make - VAN - BEFORE LTN,2: How many journeys per week do you make - VAN - AFTER LTN,2: How many journeys per week do you make - BUS - BEFORE LTN,2: How many journeys per week do you make - BUS - AFTER LTN,2: How many journeys per week do you make - FOOT - BEFORE LTN,2: How many journeys per week do you make - FOOT - AFTER LTN,2: How many journeys per week do you make - WHEELCHAIR etc - BEFORE LTN,2: How many journeys per week do you make - WHEELCHAIR etc - AFTER LTN,2: How many journeys per week do you make - BIKE - BEFORE LTN,2: How many journeys per week do you make - BIKE - AFTER LTN,2: How many journeys per week do you make - SCOOTER - BEFORE LTN,2: How many journeys per week do you make - SCOOTER - AFTER LTN,"3: If you drive, the reasons for this are:","4. Overall, the LTN's impact on you has been:",5. Location of traffic filters: Church Hill Road,5. Location of traffic filters: Beauchamp Lane,5. Location of traffic filters: Littlemore Road,5. Location of traffic filters: Mayfair Road,5. Location of traffic filters: Liddell Road,5. Location of traffic filters: Bartholomew Road,6: Do you think the current Cowley LTNs should be,7:  What is the biggest benefit of the LTNs?,8: What is the biggest problem of the LTNs?,9: Have you filled in the county's online LTN consultation?,10. Do you have any other comments or ideas to improve traffic in our area?
Newman Road,,Yes,7,7,,,,,,,,,,,,,,,Work,5,Remove,Remove,Remove,Remove,Remove,Agree,Removed,None for us,More congestion on other roads,No,Encourage cycling and getting vehicles off the road
Newman Road,,Yes,8,7,,,,,,,7,8,,,4,5,,,"Work, Shopping",,Agree,Agree,Agree,Agree,Agree,Agree,Kept with alterations,"Cut through to Cowley Road prevented, overall traffic in area reduced.",Newman Road now only way out onto large residential estate. Newman Road now more busy and drivers angry / frustrated.,Yes,"- Enforce speed limits / parking / scooter / bike light laws 
- Consider restrictions near Littlemore Post Office
- Make walking / cycling safer with lights on towpath [alongside river]
- Make walking / cycling safer with lights and CCTV on southern ring road cycle path (Heyford Hill - Littlemore)
- Footpaths in Littlemore all scary / dirty / dangerous - fix to improve walking routes
- Need more secure bike parking"
Newman Road,,Yes,5,5,,,,,,,5,5,,,,,,,"Work, Shopping, School run",5,Agree,Remove,Remove,Remove,Remove,Remove,Removed,None,More traffic on Newman Road,Yes,
Newman Road,,Yes,Every day,Every day,,,,,,,6,4,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,More traffic on Newman Road,No,
Newman Road,,Yes,Yes,,,,,,Yes,,Yes,,,,Yes,,,,"Work, Shopping, Gyms, Health appointments, School run",5,Remove,Remove,Remove,Remove,No opinion,Remove,Removed,Stops traffic,Causes too much traffic; late to appointments and school run,No,"- More traffic lights
- More zebra crossings"
Newman Road,,No,21,21,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None for Newman Road,Causes traffic jams,No,- Remove lane restrictions on Newman Road (causes traffic jams)
Oxford Road,,Yes,1,1,0,0,0,0,lots (before the pandemic),0,12,12,0,0,0,0,0,0,"Shopping, Health appointments, Caring responsibilities",5,Change,Change,Change,Change,Change,Change,,"Quiet roads are great, but socially divisive. All residential roads should be this way.",Traffic displacement. More lorries transiting Oxford Road. Lots of noise and vibrations. Physical and mental health impacts.,Yes,"• I've been told that Cowley Rd LM (CRL) was shut 'to stop traffic coming to Cowley from the A4074 via littlemore'. This may have helped Cowley, but since shutting CRL makes OxRoad more vulnerable to A4074/Kassam/Grenoble Road traffic, the council ought to address the problem nearer the source especially since the Science Park is growing, the new trunk road across the Thames will increase traffic on the A4074, and there are to be thousands of new homes on Grenoble Road. 

• The LTN authorities have said that LM could campaign for LTNs: LPC should ask for the consultation on this lot to be extended a year while this is explored. Cowley only got its LTNs first because there was coincidently a proposal (from a bike group) in place when Govt Funds became available. 

• LPC and Sandford on Thames PC should work together to campaign to address the way Sandford Road and Oxford Road are used as a rat run. 

• The 7.5T 'except for access' limit on Oxford Road needs to be reviewed. Oxford Road is now the main access road to the whole of LM and parts of Sandford: it is being treated by the authorities as if it is an A Road and not an unclassified residential road: it is a rat run (as above). The sign is effectively meaningless: if Oxford Road is fundamentally unsuitable to these vehicles the sign ought to say so, the restriction should be policed and the unfair and unreasonable pressure on Oxford Road ought to be taken seriously. 

• Until there are sensible plans to address the problem Oxford Road faces, there should be a moratorium on further development that will impact Littlemore: this would include the Science Village, whose purpose is to allow further development of the Science Park (le not to house existing workers 

• The Science Park and the Kassam Complex which are both in LM should be required to put more into supporting our infrastructure 

• SatNav companies could be required to direct traffic from the Kassam complex and the Science Park away from Sandford Road and Oxford Road. 

• 1 recognise that the council wants to create lots of cul de sacs (except where it suits them, as in Oxford Road) but the pressure in Oxford Road could be relieved by opening up some roads: Champion Way could be opened in one direction at least on to Sandy Lane West. There are others. 

• Littlemore Roundabout needs redesigning: there should be a phase of the lights to allow traffic out of Oxford Road, and protected space on the roundabout for cars whose drivers wish to leave Ox Road. 

• If CRL is to remain shut then the filter should allow taxis and emergency vehicles through: the filter shou so as to allow L residents who live nearer Cowley than Heyford Hill to use their local shopping centre: CO-OP lorries could then approach Bartholomew Rd without going through LM village, and the filter in Bartholomew Road might then be removed. 

• The whole of Oxford (including LM) should be a LEZ: like London, with a congestion charge, cameras and enforcement. "
Oxford Road,,No opinion,10,10,,,,,2,2,10,10,,,2,2,,,Shopping,2,Agree,Agree,Agree,Agree,Agree,Change,Kept with alterations,Roads much more peaceful walking to Cowley -- feels safer esp when walking with children,Access to Blackbird Leys from Littlemore is difficult by car,No,"Adjust the Bartholomew Road one so it is not bus only, but is right-turn only at the junction with Barns Road (except buses). Then it would serve to reduce traffic to Cowley but permit access to Blackbird Leys (pool, doctors, sorting office) that is currently difficult."
Oxford Road,,,2-4,2-4,,,,,,,,,,,,,,,"Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Making journeys longer,No,How can longer journeys be good for the environment as it just uses more fuel. Moving traffic to other roads just moves the pollution and dangers for others to suffer
Oxford Road,,Yes,34,34,,,,,2,2,,,,,,,,,"Work, Shopping, Gyms, Health appointments",5,Remove,Remove,Remove,Change,No opinion,Remove,Removed,Property prices who live on an LTN road,For the few not the many,Yes,"Turn Oxford Road -> Newman -> Cowley Road into a one-way triangle, this will speed and ease traffic flow"
Oxford Road,,Yes,3,3,,,,,0,2,8,8,,,,,,,"Shopping, Health appointments",3,Remove,Agree,Remove,No opinion,No opinion,Agree,Kept with alterations,Less traffic in those areas; quieter; less pollution,"Increases traffic (noise, pollution) to other areas. Need a better balance of how many there are & where",No,Implement one-way system in some areas
Oxford Road,,No opinion,2-3,2-3,,,,0-1,0-1,12,12,,,,5,5,,,"Shopping, School run",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Quiet roads,Doubles the journey rather than changing mode of transport,No,
Oxford Road,,Yes,15,11,,,,,,,7,7,,,,,,,"Shopping, Health appointments",1,Remove,Remove,Remove,Remove,No opinion,Remove,Removed,None,They slow down traffic and push it to another area,No,The first by getting rid of LTNs. On the Oxford road perhaps to ake hold ups less by making it easier for traffic to enter onto the roundabout
Oxford Road,,Yes,15,15,,,,,,,5,5,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Increased journey times, huge increase in traffic on Oxford road and the bypass",No,
Oxford Road,,Yes,7,4,,,,,,,4,6,,,5,6,,,"Shopping, School run",4,Agree,Agree,Remove,Agree,Agree,Remove,Kept with alterations,It is more pleasant to cycle to Cowley Centre now but I'm not sure that makes up for the inconvenience of not being able to drive when I want/need to,Increased traffic on LTN roads,No,"If Bartholomew Road is kept then do put a camera as so many people use it knowing it isn't there

I feel conflicted about LTNs, if they actually reduce the traffic then maybe they are good. If not they concentrate pollution on some roads whilst removing it from others which is unfair, plus driving further causes more pollution. I get blocking rat runs but Littlemore and Bartholomew Roads are not rat runs. They are the way to get to Cowley Centre and BBL Leisure Centre from Littlemore. My preference has always been to cycle/walk locally where time/weather/load permits. It is annoying not to be able to drive down these roads and the back way to Cowley Road (city centre) due to the LTNs. I also feel LTNs penalise people who can't walk or cycle."
Oxford Road,,Yes,8-10,8-10,,,,,1-2,1-2,,,,,,,,,"Shopping, Gyms, Health appointments",4,No opinion,Agree,Remove,No opinion,No opinion,No opinion,Kept with alterations,Cycling is safer (including for my grandchildren),Access from Littlemore to Cowley centre more difficult,No,Actually implementing the weight restrictions on Oxford Road would be good. Numerous heavy lorries cause noise and pollution.
Oxford Road,,Yes,Daily,Daily,,,,,,,Daily,Daily,,,,,,,"Shopping, Health appointments, Caring responsibilities",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"All the traffic is diverted onto the main roads so they are then extremely busy. People are trying to take children to school then go on to work, it is very challenging!",No,Put a speed camera on Oxford Road to slow the traffic and catch the vehicles and people that are speeding; its a 20mph limit!
Oxford Road,,Yes,6,6,,,,,,,,,,,1,,,,Shopping,,,,,,,,,,Massive development along Sandford Rd will only increase traffic and busses on Oxford road. You state the point of LTNs is to make quieter neighbourhood well this not the case on Oxford Road,,"Traffic, buses shaking my house because of recessed manholes, pollution. Oxford Road has become an increasingly unpleasant place to live. Developers in cartel with the council have made massive profits with no contribution to local infrastructure."
Oxford Road,,Yes,4,4,,,,,,,7,7,,,,,,,"Work, Shopping, Caring responsibilities",5,Remove,Agree,Remove,Change,No opinion,Remove,Removed,That small roads like Beauchamp Lane aren't use for a rat run as they are narrow and dangerous,It's directing all traffic to other roads making them extremely dangerous because of the volume of traffic. Also road rage has increased.,No,Ped crossing with lights due to dangerous volume of traffic using Oxford Road as the LTN scheme has given people who live in Minchery Farm and Littlemore no other way home.  This should be in place opposite the park as have witnessed near misses of children trying to cross the busy road. Also a zebra crossing may help just after coming into Oxford Road from the Rose Hill roundabout slowing traffic down. Please cross daily to go through the underpass.
Oxford Road,,,,,,,,,,,,,,,,,,,Shopping,5,,,,,,,,,,,Make a one-way triangle Oxford Rd => Cowley Rd => Newman Rd
Oxford Road,,Yes,20,20,,,,,,,5,5,,,,,,,"Work, Shopping, School run",,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Don't know,,Moves traffic to other roads. Access to Cowley Centre not so easy.,No,Make Oxford Road one way only or put traffic lights at the top of the road to stop difficult give-way system off the ring road.
Oxford Road,,Yes,10,10,,,,,,,10,10,,,,,,,"Work, Shopping",4,Remove,Remove,Remove,No opinion,No opinion,Remove,Kept with alterations,"Making neighbourhood free of traffic for pedestrians, cyclists etc",Diverting cars to main roads creating more traffic,,"We don't mind LTNs just as long as they are not in almost every single ""short cut"" road"
Oxford Road,,Yes,20-30,20-30,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Improved environment for those within LTNs,"This is at the expense of those outside LTNs. No reduction in traffic which is rerouted to arterial roads (Iffley Road, Cowley Road)",Yes,Planning approvals not sites off the Oxford Road as they will only increase traffic. Littlemore Roundabout increasingly dangerous with traffic crossing the ring road not having opportunity (traffic lights) to cross. LHL from Oxford should also indicate straight across the roundabout as it once did.
Oxford Road,,Yes,1-2,1-2,,,,,2,2,5,5,,,3-4,3-4,,,"Health appointments, Volunteering, visiting family outside Oxford",4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,"None for us at Oxford Road, though reducing car traffic is positive in general","Increased traffic & pollution on Oxford Road, 3A bus service not good enough to support, quiet roads scary to walk around at night as a lone woman",Yes,Improve the bus services -- more frequent beyond the ring road. Enforce ban on HGVs on Oxford Road.
Oxford Road,,,,,,,,,,,,,,,,,,,,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Traffic,,"Lots of traffic on Oxford Road, I'm always late for work. I believe the side roads cause a lot of traffic after LTN. Please open back roads. Plus if I have to take taxi it costs more as the traffic has increased. Oxford Road would be great for a one-way system. People's road rage is terrible. Loud horns and sirens etc. And the damage caused to houses from vibrations."
Oxford Road,,,5,5,,,,,,,,,,,,,,,"Work, Shopping, Gyms",,Remove,Agree,Agree,Remove,No opinion,Agree,Kept with alterations,Going to school is much safer for both of my sons,"As usual, seems to squeeze traffic onto Oxford Road",Yes,"Truly pedestrianise the roads in Littlemore; make it harder for cars to cut through + speed. Access to Oxford Road for cars not HGVs, lorries etc. Use of smaller buses + more frequent."
Oxford Road,,Yes,5,5,,,,,,,2,2,,,1,1,,,"Work, Shopping",2,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,Reduced danger from traffic,Unforeseen increases in congestion,No,"Personally preferred when the top end of Oxford Road was blocked off despite the circuitous route it entailed. Maybe make it only open to buses, bikes & taxis?"
Oxford Road,,Yes,Same,Same,,,,,,,,,,,,,,,"Work, Shopping, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,"Residents living on roads with LTNs have fewer cars, less pollution etc","This has adversely affected Oxford Road. More traffic, noise, pollution, safety risks. No benefit for Oxford Road.",No,
Oxford Road,,Yes,11,9,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",,No opinion,Remove,Remove,Remove,Remove,Remove,Removed,None,"Puts more traffic onto other residential roads; makes journeys longer, more fumes",No,Make Oxford Road one way
Oxford Road,,Yes,,,,,1-3,1-3,,,5-10,5-10,,,,,,,Shopping,5,Change,Change,Change,Change,Change,Change,,Beneficial to those where traffic and pollution reduced,Diabolical for those affected by traffic & pollution increases,Yes,Oxford Road & Newman Road & Sandford Road have borne the brunt of increase traffic since the installation. Still bad after several months. New housing will take this to saturation point. Actions have consequences and councillors with Utopian views are forcing us to suffer.
Oxford Road,,Yes,5,5,,,,,3,3,7,7,,,,,,,"Work, Shopping, Health appointments",5,Change,Change,Change,Change,Change,Change,,I imagine if you live near an LTN you benefit from quieter roads,"They have been installed with so little thought that they are literally choking the life ot of Oxford Road, Littemore near the roundabout. It grinds to a halt, morning and evening. More HGVs are now cutting through, to avoid the stretch between Littlemore and Heyford Hill roundabouts.",Yes,"Make Oxford Road one-way, away from the roundabout. This would at least allow traffic to flow. When the road was completely closed it was great apart from the fact that it pushed the traffic onto Cowley Road. This has to be looked at properly and if LTNs are installed, what effect is it having elsewhere? The ""I'm alright Jack"" attitude from some in Florence Park is not good enough.

NB. I no longer shop at Cowley Centre since the LTNs."
Oxford Road,,Yes,,,,,,,,,20,,,,,,,,,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Don't know as don't live in one,Increase traffic on rose hill roundabout and Oxford Road. Increased pollution and road rage.,Yes,You can't reduce traffic in certain areas without causing an increase in others. The idea failed in London -- moving traffic into already congested areas -- you are increasing traffic jams -- increasing net pollution
Oxford Road,,Yes,Same,Same,,,,,,,,,,,,,,,"Shopping, Health appointments, School run, Caring responsibilities",5,Remove,Remove,,,,,Removed,,Too much traffic on Oxford Rd and bypass. Only benefits people inside the LTN.,,
Oxford Road,,,0 (moved in post LTN),4,,,,,,,,,,,0 (moved in post LTN),5,,,"Shopping, Visiting friends and family",4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,,Low traffic in vicinity of barriers,"Higher traffic on remaining roads, many journeys longer",No,
Oxford Road,,Yes,3,3,,,,,,,0.5,0.5,,,,,,,"Shopping, Health appointments",,Remove,Remove,Remove,No opinion,No opinion,Change,Kept with alterations,Not noticed any less traffic in Littlemore but it may be helping others,Longer journeys from Littlemore to Cowley; more pollution,No,Need traffic reduction measures with new house building being done in Littlemore
Oxford Road,,Yes,12,12,,,12,12,,,4,4,,,6,6,,,"Work, Shopping, School run",4,Change,Agree,Remove,Agree,Agree,Remove,Kept with alterations,Make streets safer,They don't work; motorbikes still going through filter; not sure filters placed correctly,Yes,
Pipley Furlong,,Yes,5,5,,,,,,,,,,,,,,,"Work, Shopping",1,Agree,Agree,Agree,Agree,Agree,Change,Kept with alterations,Reduced neighbourhood traffic,Difficulty getting to Temple Cowley,No,
Pipley Furlong,,,5-6,5-6,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",5,No opinion,No opinion,Remove,No opinion,Remove,Remove,Removed,None,More traffic on Newman Road,Yes,
Pipley Furlong,,,1-2,1-2,,,,,<1,<1,7-10,7-10,,,10-15,10-15,,,"Shopping, Travel",3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,"Increased safety for cyclists, peds, children",Increase in routes,No,We have a car for long-distance travel. Inside Oxford we cycle / use taxis. Recent taxis to the JR have cost a lot. Taxi should be added to Q2 of their questionnaire
Pipley Furlong,,No,28,28,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments, School run",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Worse traffic,No,
Pipley Furlong,,No,10,10,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,,,Remove,,,Remove,Removed,None,Accident on bypass / A34 ==> traffic at a standstill,Yes,"Newman Road a nightmare junction to top / Rose Hill accidents, can't get out / across. Road not fit for amount of traffic, being pushed to this area."
Pipley Furlong,,No,10,4,,,,,,,,,,,,,,,"Work, School run",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Too much inconvenience and traffic, esp. Cowley and Iffley Roads",No,
Pipley Furlong,,No,20,20,,,,,,,3-4,3-4,,,,,,,"Work, Shopping, School run",5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,None,"Traffic, travel time",No,Increased congestion on Littlemore Rd. People don't switch away from cars ==> pointless
Pipley Furlong,,No,8-10,8-10,,,,,2-3,2-3,4-5,4-5,,,3-4,3-4,,,"Work, Shopping, School run",5,Remove,Agree,Remove,No opinion,No opinion,Remove,Removed,None,Displaces traffic to other roads making them unsafe; cycling on Newman / Cowley and Oxford Road less safe,No,Improve Littlemore's buses
Pipley Furlong,,,,,,,,,6,6,3,3,,,4,4,,,"Work, Shopping, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,Create streets with less vehicle movements,"Impact on commerce, shopping and increase in congestion on other streets",No,
Pipley Furlong,,Yes,7+,7+,7+,7+,,,,,,,,,,,,,"Work, Health appointments",,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,,,No,
Pipley Furlong,,Yes,14,8,,,,,,,5,12,,,,,,,"Work, Shopping, Health appointments, School run",4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Kept with alterations,Safer roads,"Traffic displacement, no reduction in overall traffic",No,
Pulker Close,,Yes,10,10,,,,,,,5,5,,,10,10,,,"Work, Shopping",4,Agree,Remove,Agree,Remove,Remove,Remove,Kept with alterations,Reducing traffic,Cars filtered onto one road; longer journeys,No,"- Better cycle routes; wider cycle paths
- Cycle education
- Reduce amount of cars on road"
Pulker Close,,Yes,1,1,,,,,3,3,7,7,,,7,7,,,,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Reduced traffic; safety,People's negative reaction to them (e.g. setting things on fire),Yes,"- Speed camera if LTNs cancelled
- Alter parking at junction of Iffley and Between Towns Road, cause a lot of traffic"
Pulker Close,,,,,,,,,,,,,,,,,,,,4,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,,,,,"- Yellow lines on Littlemore Road
- Remove some LTN bollards"
Pulker Close,,Yes,5,5,,,,,,,3,3,,,,,,,"Work, Shopping",3,Agree,Agree,Change,Agree,Agree,Agree,Kept with alterations,Less traffic and dangerous driving (especially at night),Motorbikes still drive dangerously through them,No,"- Filters should also block motorbikes / mopeds
- If there are to be less cars, public transport should be improved
- LTN causes more ring road traffic; needs widening/improving"
Pulker Close,,Yes,,,,,,,,,Yes,Yes,,,,,,,,2,Change,Agree,Change,Agree,Agree,Agree,Kept with alterations,Much quieter than before,Some journeys longer,No,
Pulker Close,,Yes,20,15,,,,,unsure,more,unsure,lots more,,,,,,,"Work, Shopping",1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Much safer (esp for children); much quieter; more pleasant place to live,Lack of bus gate camera on Bartholomew Road so still being used as a cut through,No,"- Install bus gate camera
- Improve Newman Road junction
- Improve phasing on lights on Church Cowley Road at both ends
- Zebra crossing at bottom of Beauchamp Lane to make it easier to cross Church Cowley Road
- Reduce traffic going to John Allen Centre"
Pulker Close,,Yes,,,,,,,,,10,10,,,5,5,,,Don't drive,,,Agree,Agree,Agree,Agree,Agree,Kept as is,Quieter; safer,Maybe problem for cars to find way through,No,
Railway Lane,,No opinion,5,5,,,,,,,5,5,,,,,,,,3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,,,No,
Railway Lane,,Yes,10,10,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None for me,More traffic in Littlemore,Yes,Reduce housing development
Railway Lane,,Yes,14,14,,,,,,,4,4,,,,,,,"Work, Shopping, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None for me,"Extending journey to work, worse traffic",No,Remove LTNs
Railway Lane,,No,7,7,,,,,,,1,1,,,,,,,"Work, Shopping, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,More expensive as longer journeys; more traffic; more pollution,Yes,
Redmoor Close,,No,10+,10+,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Causes more traffic elsewhere,No,Remove LTNs
Redmoor Close,,No opinion,3,2,,,,,,,2,2,,,6,7,,,"Shopping, Visiting friends and family",2,Agree,Agree,Agree,Agree,No opinion,Remove,Kept with alterations,Made walking and cycling on relevant roads more pleasant. Main benefit is for people who live inside it.,Some journeys now feel longer; traffic very bad when there was roadworks on Oxford Road,No,"- More bus services
- Remove LTN barriers when roadworks blocking other routes
- Fewer cars parked on Newman Road would help"
Redmoor Close,,No,5,5,,,,,,,,,,,,,,,Health appointments,5,No opinion,No opinion,Remove,Remove,No opinion,Remove,Removed,None,Detour to get to Cowley Centre,No,More frequent buses
Redmoor Close,,Yes,10,17-20,,,,,,,,,,,4,4,,,"Work, Shopping, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Increase all our journeys by 10 mins; doctor's appointments now take me at least 25 mins,Yes,Church Hill Road and Littlemore filters could be cameras with local permits
Redmoor Close,,Yes,,,,,,,6,6,4,4,,,,,,,Caring responsibilities,2,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Kept as is,Lowering traffic,None,No,Parking permits
Redmoor Close,,No,5,5,,,,,,,5,5,,,,,,,"Work, Shopping, Gyms",3,No opinion,No opinion,Agree,No opinion,No opinion,Agree,Kept with alterations,,,No,
Redmoor Close,,No,7,7,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Longer journeys; not able to cycle with three small children,No,Remove LTNs
Redmoor Close,,,,,,,,,,,,,,,,,,,,,No opinion,No opinion,Remove,No opinion,No opinion,Remove,,,,No,
Redmoor Close,,No,10,10,,,,,,,8,8,,,,,,,"Work, Shopping, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Making life hard; more traffic; have to get up earlier to get to school,No,
Sandford Road,,Yes,3,3,,,,,,,6,6,,,2,2,,,"Work, Shopping, Health appointments, School run, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"More miles, more pollution, delays, congestion",Yes,"Cheaper public transport, more cycle lanes, more one way streets"
Sandford Road,,Yes,10-12,10-12,,,,,<1,<1,7-14,7-14,,,,,,,"Shopping, Health appointments, Caring responsibilities",4,No opinion,No opinion,Remove,Agree,Agree,Agree,,Reduces traffic for some,Access to and from Oxford & Newman Rds. Missing bus camera in Bartholomew Rd.Increased traffic on Ch. Cowley Rd.,No,"Are there traffic flow numbers for this trial? Adjust traffic light timing for vehicles turning left into Cowley at the Tesco roundabout, where queues often back up onto the slip road. Missing bartholomew rd camera calls trial validity into question. Encourage residents to park on their property not on the road. Reduce A4074 traffic coming through L'more and Sandford"
Sandford Road,,Yes,8,8,,,,,1,1,,,,,,,,,"Shopping, Health appointments",5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,None,"Longer journeys, congestion in rerouted areas",No,Too many parked vehicles on Oxford Rd / Sandford Rd. Some overspill from Lawn Upton / David Nicholls here. Development behind the George will make this worse.
Sandford Road,,Yes,12,12,,,,,,,6,6,,,,,,,"Shopping, Gyms, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Traffic displacement, frustration, more miles, more fuel",No,
Sandford Road,,,14,14,,,,,,,,,,,,,,,"Work, Shopping, Gyms",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Moves traffic into L'more,,
Sandford Road,,Yes,5,5,,,,,1,1,3,3,,,,,,,"Work, Shopping, Health appointments",4,Change,Change,Change,Change,Change,Change,Removed,Don't know,"Directing traffic to other heavily used roads, e.g. Sandford and Oxford Roads; longer journeys",No,Barriers on Sandford and Oxford Roads allowing only cars and essential services (weight limit?)
Sandford Road,,Yes,,,,,,,,,,,,,,,,,,1,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Can easily walk/cycle to Florence Park / Temple Cowley; removes rat run of Oxford Road - Littlemore Road,Motorcyclists still using them / ignoring restrictions,No,
Sandford Road,,Yes,1-2,1-2,,,,,,,,,,,,,,,Health appointments,5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,"None for me, quieter roads for LTN residents","Travel time more than doubled; open routes even more congested; dangerous queues on Littlemore Roundabout; Sandford Road, Littlemore is like a highway!",No,"- Improve bus service in Littlemore
- Provide residents near the Littlemore / Rosehill roundabout with safe roundabout and convenient, alternative and safe free parking to ease bottleneck congestion [on Oxford Road]
- Stop building in Littlemore"
Sandford Road,,,5,5,,,3,3,,,2,2,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",,,,,,,,,,,,
Sandford Road,,Yes,5,5,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run",5,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,Littlemore is very cut off and isolated,No,Remove LTNs
Sandford Road,,No,yes,yes,,,,,yes,no (COVID),yes,no (ill health),,,,,,,"Shopping, Health appointments",,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,,Longer journey to Cowley Centre; wasted fuel; effect on Cowley Centre,No,
Sandford Road,,Yes,3-4,3-4,,,,,,,,,,,,,,,"Shopping, Health appointments",5,No opinion,No opinion,Remove,No opinion,No opinion,Change,Removed,Less traffic; cleaner air; increased safety,Traffic displacement; less clean air and more traffic for people on main roads,No,"Slow traffic down but do not introduce measures that cause stop-start traffic as this is bad for air pollution
Concerned about more traffic with extra housing being built in Littlemore"
Sandy Lane West,,Yes,,,,,,,3,4,,,,,3,4,,,,,Change,Change,Change,Change,Change,Change,Kept with alterations,,slow,No,no
Sandy Lane West,,Yes,,,,,10,10,4,4,,,,,,,,,Work,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,congestion on other,No,Get 20 mph enforced on our streets
Sandy Lane West,,Yes,?,?,,,,,,,,,,,,,,,"Work, Shopping, School run",5,Remove,Remove,Remove,,,Remove,Removed,None,Traffic Ambulances not getting through,No,
Sandy Lane West,,,10?,,,,,,,,,10?,,,,10?,,,"Work, School run",4,Remove,No opinion,Remove,No opinion,,No opinion,,None,forcing all cars to traffic lights,No,N/A
